Animal,Behavior,X.,StartI2FS,StartI2,EndI2,StartRNHF,EndRN,StartB3,EndB3,StartB6B9,EndB6B9,StartB43,EndB43,StartB38prot,EndB38prot,StartB38retr,EndB38retr,StartB10prot,EndB10prot,StartB10retr,StartB4B5,EndB4B5
SBM122012,SBMbite,4,0.2411,0.5795,3.973,3.7596,5.6317,4.6071,5.6472,3.9387,5.4556,5.6758,6.2333,0.0194,0.7142,5.7299,6.7555,2.0994,3.8425,3.8988,3.8552,5.4411
SBM122012,SBMbite,5,0.3344,0.728,2.4413,2.3508,3.7989,2.9682,3.5413,2.5014,3.4242,3.6491,4.4691,0.0267,1.01,3.5018,4.8297,2.3239,2.3282,2.5493,2.4849,3.4425
SBM122012,SBMbite,6,0.1906,0.3348,3.0586,3.0433,4.4651,3.7285,4.3782,3.1761,4.2504,4.6822,5.2675,0,0.6172,4.7003,6.3679,1.7082,2.6921,3.1296,2.969,4.167
IG121420,IGcarb,1,1.0025,1.0025,10.0402,10.0481,14.9187,NaN,NaN,12.1858,15.0142,14.5341,15.379,NaN,NaN,NaN,NaN,1.6262,9.572,10.0996,10.1964,14.0883
IG121420,IGcarb,2,0.8932,0.8932,9.5183,9.5044,13.8894,NaN,NaN,11.4924,13.7259,13.856,14.3275,NaN,NaN,NaN,NaN,1.4783,8.8693,9.4372,9.5779,13.2633
IG121420,IGcarb,3,0.5974,0.5974,14.0905,14.0965,18.6365,NaN,NaN,16.382,18.7766,18.6839,18.9726,11.5882,14.4053,NaN,NaN,1.3022,14.1338,14.139,14.09,18.7131
IG121420,IGcarb,4,0.3863,0.8878,14.3864,14.3216,18.9332,NaN,NaN,16.6693,19.0722,18.5831,19.2664,11.9062,13.932,NaN,NaN,1.6203,13.838,14.3576,14.3845,19.0113
IG121420,IGcarb,5,0.2902,0.5322,15.8126,15.7713,20.3479,NaN,NaN,18.0354,20.1234,20.0632,20.6403,9.6927,15.6464,NaN,NaN,1.208,14.9181,15.829,15.8351,20.2195
IG121420,IGcarb,6,0.69,0.69,14.9026,14.8621,19.1931,NaN,NaN,16.9797,19.1696,18.3265,19.563,6.9909,14.8141,NaN,NaN,1.1929,14.1038,14.9425,14.8769,19.0855
IG121420,IGcarb,7,0.315,0.315,11.9367,11.9605,16.115,NaN,NaN,13.8922,15.8206,16.1114,16.4848,5.219,11.9036,NaN,NaN,0.6461,11.949,12.0478,11.9838,15.7079
IG121420,IGrejectionBN2A,1,0.424,1.4129,2.8025,1.4947,2.9469,4.5687,5.5635,4.452,7.0702,7.1474,7.6829,0.3711,2.8833,NaN,NaN,0.5365,2.4036,3.1843,2.8274,6.1904
IG121420,IGrejectionBN2A,2,0.6455,0.8022,3.3814,1.3909,3.2065,NaN,NaN,5.6305,7.77,8.1849,8.7906,NaN,NaN,NaN,NaN,NaN,NaN,3.5385,3.1857,5.0892
IG121420,IGrejectionBN2A,3,0.5862,0.8372,3.2654,0.6633,3.1537,4.6339,5.2796,4.5121,5.786,5.8059,6.1516,0.314,1.0152,6.6563,7.5251,0.5965,2.5746,3.5531,2.9567,5.842
IG121420,IGrejectionBN2A,4,1.0963,1.511,3.891,0.2424,3.7524,5.0278,5.7255,4.7502,6.1973,5.887,6.5378,0.5271,1.4018,6.5877,7.3889,2.0342,3.4467,4.1139,3.4988,4.9224
IG121420,IGrejectionBN2A,5,0.4773,0.9246,2.4881,0.5164,2.569,3.8381,4.6125,3.8487,4.7572,4.4397,5.1311,0.0705,0.9702,NaN,NaN,1.772,1.8153,2.599,2.4483,3.7479
IG121420,IGrejectionBN2A,6,0.9865,1.1776,2.6606,0.7261,2.6526,3.8715,4.8317,3.7409,4.9878,5.0403,5.3665,0.6156,1.1997,NaN,NaN,1.4917,2.5412,2.7881,2.6638,3.991
IG121420,IGrejectionBN2A,7,0.915,1.4472,3.0008,1.0179,3.1031,4.3659,5.1174,4.3721,5.1283,5.2271,5.8649,0.4919,1.2003,6.1098,6.9853,1.4855,2.804,3.1541,3.0253,4.1901
IG121420,IGrejectionBN2A,8,0.9551,1.4114,3.2871,1.0889,3.4482,4.8361,5.8647,4.283,5.8876,5.981,6.4587,0.7832,1.2609,0.3629,2.3115,0.3629,2.3115,3.3083,3.3556,4.728
IG122012,IGrejectionBN2A,1,1.0035,3.5406,6.5142,1.25,6.3912,9.3489,11.127,7.2185,11.74,11.7068,12.2281,NaN,NaN,11.6629,12.895,0.7643,3.526,6.811,6.4673,11.0117
IG122012,IGrejectionBN2A,2,0.3741,2.0005,3.7871,2.5044,3.8024,5.5003,19.3519,3.9674,19.1956,19.762,20.1759,0.2443,0.5552,19.5173,20.5109,0.4621,3.6099,4.1135,3.8014,13.9668
IG122012,IGrejectionBN2A,3,2.8788,4.1102,14.9969,5.5541,14.8768,17.2325,18.7833,15.4258,19.1437,19.2205,20.7642,3.6407,6.2937,19.7999,24.0204,10.6048,14.7953,15.2539,14.9089,18.1501
IG122012,IGcarb,1,1.3272,1.7556,10.8193,10.9179,23.4169,12.9592,23.4169,11.0023,23.5213,23.4567,24.1016,NaN,NaN,NaN,NaN,7.1555,9.4797,10.9202,10.9987,20.6192
IG122012,IGcarb,2,2.5509,2.8268,11.2317,11.2772,22.0065,13.6958,22.0422,11.3772,22.0906,22.1731,22.8388,NaN,NaN,NaN,NaN,4.2113,11.154,11.3267,11.3786,19.2837
IG122012,IGcarb,3,2.52,3.753,12.9902,13.0646,23.2489,15.4049,23.0449,13.1419,22.2011,22.844,23.4052,NaN,NaN,NaN,NaN,4.719,12.3999,13.1054,13.1657,21.1507
IG122012,IGcarb,4,9.038,9.5881,17.8961,18.0037,27.7007,20.4171,27.8072,18.1732,27.4973,27.6878,28.4563,NaN,NaN,NaN,NaN,11.2844,16.7385,17.9665,18.0641,26.7948
IG122012,IGcarb,5,6.7564,7.0103,15.6424,15.7128,25.4152,18.1063,25.5086,15.7305,25.201,25.3276,26.16,NaN,NaN,NaN,NaN,8.9958,14.4554,15.6683,15.7689,24.5107
IG122012,IGcarb,6,5.2551,5.4402,17.7771,17.7994,24.4196,20.1815,20.465,17.8555,24.3487,24.3682,25.1511,4.0151,5.2317,24.8964,26.3407,4.0151,12.8155,17.8366,17.8993,21.8005
SBM6-8,SBMrejection EN,1,0.2805,0.894,13.3971,1.3981,13.2901,14.9542,20.9167,14.22,20.7458,20.5154,21.0344,NaN,NaN,NaN,NaN,0.8264,13.3651,13.8495,5.8989,20.9167
SBM6-8,SBMrejection EN,2,0.27,0.5971,17.4229,1.3101,17.364,19.1034,20.8537,17.7548,21.1462,21.409,22.2926,NaN,NaN,NaN,NaN,0.6094,16.8793,17.5191,3.7476,21.1753
SBM7-13,SBMrejection EN,1,0.8401,1.1111,6.6695,0.4201,6.5192,10.3961,11.5505,8.9723,11.9966,12.0702,12.4641,0.7729,1.9322,NaN,NaN,0.2016,6.536,6.9135,6.5759,11.2742
